OPN1,OPN2,OPN3,OPN4,AGG1,AGG2,AGG3,AGG4,NEU1,NEU2,NEU3,NEU4,EXT1,EXT2,EXT3,EXT4,CSN1,CSN2,CSN3,CSN4,AGE,GENDER,DENSITY,AVARAGE_TEMP,INVIDUALISM_SCORE,GP_AVG,PERSONALITY
2,3,5,3,5,2,1,3,3,3,1,3,1,5,4,3,5,5,5,4,51,2,3,9.75,80,5,Conscientiousness
1,2,3,3,3,3,5,1,3,3,1,5,1,1,3,1,2,2,3,5,28,1,3,9.75,80,1,Neuroticism
5,1,4,5,3,2,2,4,4,2,2,5,2,3,3,1,1,4,5,1,34,1,3,9.75,80,3,Openness
5,3,4,4,4,5,3,2,1,2,3,4,5,1,3,3,2,4,3,2,44,1,3,9.75,80,4,Openness
4,5,5,4,5,4,4,1,4,2,2,1,5,2,1,2,2,4,4,2,21,1,3,9.75,80,3,Openness
5,2,3,5,2,2,3,1,2,2,5,2,3,5,3,2,2,5,3,4,44,1,3,9.75,80,2,Conscientiousness
5,3,4,5,3,5,4,1,4,2,2,4,1,4,3,5,4,1,3,2,41,2,3,9.75,80,3,Openness
4,1,4,1,4,1,1,4,2,1,2,3,1,4,3,4,3,3,3,2,16,2,3,9.75,80,2,Extroversion
4,5,4,1,3,4,2,2,1,2,1,5,3,5,5,5,5,1,3,5,24,1,3,9.75,80,2,Extroversion
4,1,1,5,2,5,5,3,2,1,1,1,1,1,4,3,5,3,3,5,67,1,3,9.75,80,1,Agreeableness
3,3,1,4,1,2,3,3,3,2,1,5,2,1,3,1,2,4,5,5,46,2,3,9.75,80,4,Conscientiousness
1,1,2,5,4,2,3,1,4,1,5,1,4,3,2,4,5,4,2,5,54,1,3,9.75,80,2,Conscientiousness
4,1,1,1,1,3,5,2,2,3,3,1,1,5,2,2,2,1,5,4,35,1,3,9.75,80,5,Conscientiousness
2,2,3,1,2,1,5,3,1,2,3,1,2,2,4,1,2,5,1,5,67,1,3,9.75,80,4,Conscientiousness
4,4,1,5,3,3,2,5,1,2,5,4,4,5,1,1,5,2,1,5,42,2,3,9.75,80,5,Conscientiousness
3,4,4,3,1,4,5,1,4,3,5,5,4,2,3,5,1,2,5,2,54,1,3,9.75,80,3,Neuroticism
5,2,5,4,5,2,3,4,5,1,2,4,2,5,1,4,5,5,1,2,17,1,3,9.75,80,4,Openness
4,3,5,4,3,4,3,2,4,4,4,3,5,1,5,5,4,1,2,1,70,2,3,9.75,80,3,Neuroticism
1,1,1,4,1,4,4,3,2,1,5,4,4,2,5,2,4,5,4,5,25,1,3,9.75,80,3,Conscientiousness
1,1,2,5,1,2,3,2,3,3,3,2,5,1,2,5,3,4,1,3,16,1,3,9.75,80,3,Extroversion
2,1,2,5,4,5,2,3,4,1,2,3,4,2,1,4,5,4,3,4,40,2,3,9.75,80,3,Conscientiousness
1,5,4,4,1,1,4,1,4,4,3,2,2,1,5,3,3,3,3,3,25,2,3,9.75,80,4,Neuroticism
5,1,2,4,3,2,1,5,3,5,3,2,3,5,5,4,1,3,3,4,12,1,3,9.75,80,3,Extroversion
5,3,2,5,2,4,2,2,3,1,3,5,4,5,5,3,3,5,4,2,32,2,3,9.75,80,3,Extroversion
2,2,1,4,2,5,2,2,1,1,1,4,1,2,2,3,3,1,3,4,16,2,3,9.75,80,3,Agreeableness
2,2,2,4,2,3,1,2,3,4,4,4,3,4,5,5,3,1,5,5,18,1,3,9.75,80,3,Extroversion
1,1,5,5,3,5,4,5,3,5,4,5,4,2,5,4,4,2,5,2,23,2,3,9.75,80,4,Neuroticism
4,2,4,3,2,5,4,1,3,2,5,2,4,1,5,2,4,3,4,4,63,2,3,9.75,80,5,Conscientiousness
3,5,4,5,1,2,1,5,4,3,4,3,3,4,1,1,3,3,4,5,58,1,3,9.75,80,3,Conscientiousness
2,5,3,1,4,2,5,1,5,2,2,2,1,4,1,5,2,4,5,1,13,2,3,9.75,80,2,Neuroticism
1,5,5,4,2,3,2,4,3,3,1,3,3,2,3,5,2,1,1,5,76,2,3,9.75,80,3,Openness
1,5,4,2,2,3,2,4,5,4,5,4,4,2,1,4,5,5,1,5,25,1,3,9.75,80,4,Conscientiousness
2,2,4,5,5,5,5,2,2,3,3,4,2,2,3,2,4,4,3,2,20,2,3,9.75,80,1,Agreeableness
4,4,1,5,5,3,4,3,2,2,3,2,2,5,4,2,2,3,5,1,63,2,3,9.75,80,5,Agreeableness
4,1,3,4,4,4,5,4,5,3,5,1,3,5,5,3,5,2,2,3,47,1,3,9.75,80,2,Agreeableness
4,1,3,2,4,5,3,4,1,2,2,5,2,2,4,1,4,1,5,2,45,2,3,9.75,80,3,Agreeableness
3,5,4,5,3,1,4,3,2,3,5,2,1,4,4,1,4,3,1,5,25,1,3,9.75,80,3,Openness
4,1,3,1,2,4,5,3,4,4,1,5,1,1,3,2,5,2,1,4,60,1,3,9.75,80,3,Neuroticism
4,3,2,5,2,5,5,2,2,5,3,5,3,3,5,4,3,2,3,5,60,2,3,9.75,80,1,Neuroticism
5,1,2,3,2,2,3,1,1,5,2,2,3,3,3,3,1,3,4,4,69,2,3,9.75,80,1,Neuroticism
1,1,1,3,5,5,3,4,1,4,1,4,1,5,4,1,5,5,5,4,28,2,3,9.75,80,1,Conscientiousness
1,1,5,1,1,1,4,4,1,2,2,1,2,2,2,2,5,5,1,1,41,2,3,9.75,80,3,Conscientiousness
2,2,4,2,1,1,2,5,5,1,3,1,1,3,4,2,3,5,2,2,12,1,3,9.75,80,4,Conscientiousness
2,2,1,1,1,5,1,4,1,1,2,5,1,4,5,2,1,2,5,5,77,1,3,9.75,80,1,Neuroticism
2,5,2,2,3,2,2,2,3,3,2,4,2,2,4,3,3,4,2,1,54,2,3,9.75,80,2,Neuroticism
4,1,4,1,1,5,3,5,5,3,2,2,1,4,5,2,2,5,1,1,13,1,3,9.75,80,1,Agreeableness
3,4,2,4,2,1,1,4,4,3,3,3,2,2,3,4,1,1,4,3,43,1,3,9.75,80,1,Neuroticism
2,2,2,2,1,3,2,4,2,2,4,4,5,3,3,1,1,2,2,2,21,1,3,9.75,80,4,Extroversion
2,3,5,2,4,3,3,4,5,3,5,5,2,1,3,2,4,1,1,4,48,1,3,9.75,80,4,Neuroticism
3,2,4,3,5,3,5,5,2,2,5,3,2,4,3,5,5,4,2,3,60,1,3,9.75,80,4,Agreeableness
2,4,3,4,4,2,2,1,1,2,5,1,1,2,3,5,1,5,4,1,61,1,3,9.75,80,5,Conscientiousness
4,3,4,1,2,3,3,4,2,3,3,5,5,2,1,2,3,2,1,1,19,1,3,9.75,80,1,Openness
1,5,2,5,5,4,4,5,1,4,4,5,4,5,1,1,5,4,5,1,35,1,3,9.75,80,1,Agreeableness
2,5,2,2,1,1,1,4,1,4,2,2,4,4,5,2,5,1,3,5,16,2,3,9.75,80,5,Extroversion
1,1,1,4,2,5,1,5,5,5,5,4,2,2,4,4,1,4,1,2,43,2,3,9.75,80,2,Neuroticism
3,5,2,5,5,5,4,3,4,3,3,1,2,5,1,2,5,1,4,1,64,1,3,9.75,80,4,Openness
2,1,3,5,4,3,1,1,1,5,4,2,5,5,2,4,3,1,1,1,55,1,3,9.75,80,5,Extroversion
4,2,3,1,5,2,4,1,1,2,5,5,2,4,5,2,1,2,1,5,27,2,3,9.75,80,2,Neuroticism
5,1,4,5,4,1,2,3,3,3,5,5,5,3,4,2,2,1,2,1,60,1,3,9.75,80,2,Neuroticism
5,1,2,5,1,3,2,1,3,5,2,1,5,5,1,1,1,5,4,4,35,2,3,9.75,80,1,Neuroticism
5,4,2,5,3,1,5,1,1,3,4,2,5,3,5,1,5,2,4,3,58,1,3,9.75,80,4,Conscientiousness
1,3,1,5,2,2,4,4,2,5,2,1,1,4,3,2,5,1,3,1,52,2,3,9.75,80,1,Agreeableness
3,4,4,2,2,3,5,4,5,5,1,5,5,1,2,3,1,5,1,1,79,1,3,9.75,80,1,Neuroticism
5,2,5,1,1,3,3,1,2,2,1,4,1,2,1,4,5,3,4,5,64,2,3,9.75,80,5,Conscientiousness
1,4,4,3,1,2,2,2,1,3,1,1,1,4,4,2,1,3,1,1,21,2,3,9.75,80,2,Extroversion
1,1,4,5,3,4,2,5,4,5,2,5,4,1,3,5,3,5,4,4,25,2,3,9.75,80,4,Conscientiousness
2,3,1,2,2,5,3,4,4,2,1,4,1,4,1,3,3,2,1,2,48,1,3,9.75,80,1,Agreeableness
3,3,5,4,1,1,2,3,3,4,1,4,1,3,2,3,3,5,2,5,12,1,3,9.75,80,3,Conscientiousness
3,5,2,1,2,2,4,5,3,2,1,3,1,3,4,2,5,5,3,2,79,1,3,9.75,80,1,Agreeableness
4,2,4,1,2,3,4,3,3,3,5,4,3,4,2,1,5,3,1,4,14,2,3,9.75,80,5,Neuroticism
3,5,2,3,1,4,5,2,2,2,5,3,3,3,1,1,4,5,2,3,47,2,3,9.75,80,3,Conscientiousness
4,5,2,3,2,3,5,3,2,1,3,2,4,3,3,5,5,3,4,5,54,1,3,9.75,80,5,Conscientiousness
5,1,5,4,2,2,1,3,2,1,2,3,4,3,5,1,3,1,3,3,32,2,3,9.75,80,4,Openness
3,5,2,4,3,4,1,1,1,5,5,4,5,3,3,2,5,1,4,2,74,2,3,9.75,80,3,Neuroticism
1,4,5,1,5,5,1,5,1,4,5,2,3,2,1,4,5,4,2,4,68,1,3,9.75,80,4,Conscientiousness
3,1,5,2,4,2,4,2,3,3,2,3,1,1,1,3,2,1,1,2,44,2,3,9.75,80,1,Agreeableness
2,4,5,4,5,5,5,3,5,1,3,5,2,1,2,4,2,3,1,4,18,2,3,9.75,80,3,Openness
4,3,1,2,2,5,5,5,4,1,5,4,3,2,2,3,3,4,5,2,76,2,3,9.75,80,2,Neuroticism
2,2,5,5,5,3,4,4,2,5,1,4,2,1,2,1,5,1,5,3,33,1,3,9.75,80,5,Conscientiousness
5,3,1,4,3,3,5,3,3,5,5,4,5,4,1,1,1,1,3,3,48,1,3,9.75,80,3,Neuroticism
4,1,3,3,3,5,3,2,3,3,3,4,4,1,4,3,5,1,1,3,36,2,3,9.75,80,2,Neuroticism
5,1,4,4,5,4,2,4,3,1,2,5,3,3,2,1,4,1,4,3,27,2,3,9.75,80,2,Agreeableness
2,1,1,2,1,3,3,3,2,2,5,2,5,3,2,2,4,3,2,1,22,2,3,9.75,80,1,Neuroticism
3,3,4,4,4,3,1,3,4,5,4,3,5,4,1,4,4,5,2,5,21,1,3,9.75,80,2,Neuroticism
3,1,5,3,3,5,4,5,1,2,2,3,5,1,1,1,1,4,3,2,58,1,3,9.75,80,5,Agreeableness
2,2,4,3,2,4,4,4,2,2,1,3,3,1,5,5,5,2,5,4,70,1,3,9.75,80,2,Agreeableness
1,2,1,3,2,3,1,3,2,4,2,3,5,2,1,5,4,4,3,4,73,2,3,9.75,80,4,Conscientiousness
5,3,1,1,4,2,1,5,1,2,2,5,2,4,2,1,5,4,4,4,21,2,3,9.75,80,4,Conscientiousness
4,5,4,4,4,2,4,5,1,4,2,5,3,5,1,1,4,1,2,4,68,2,3,9.75,80,2,Openness
3,5,4,4,4,5,1,3,3,3,5,2,5,3,2,1,4,2,5,3,34,2,3,9.75,80,1,Openness
4,5,5,5,2,1,3,2,2,3,1,3,1,3,5,4,5,5,5,5,39,2,3,9.75,80,3,Conscientiousness
3,4,4,1,3,2,4,3,5,4,4,4,4,3,1,5,5,2,4,2,58,1,3,9.75,80,5,Neuroticism
4,4,1,2,1,4,3,4,1,4,1,4,2,2,1,1,3,4,3,5,13,1,3,9.75,80,1,Conscientiousness
3,1,5,4,1,2,4,1,2,1,1,2,4,1,1,5,4,3,1,1,53,1,3,9.75,80,4,Openness
4,5,2,5,5,3,2,2,2,1,2,2,5,5,2,3,1,3,3,4,58,2,3,9.75,80,4,Agreeableness
5,3,4,3,3,3,4,4,4,3,2,4,4,3,5,5,3,5,1,3,58,2,3,9.75,80,1,Agreeableness
3,2,4,4,4,4,5,2,4,3,3,5,2,1,2,2,4,2,1,3,31,2,3,9.75,80,5,Neuroticism
1,3,3,3,3,1,5,4,5,5,1,5,1,4,5,5,3,5,1,3,49,2,3,9.75,80,2,Neuroticism
1,3,5,3,5,5,1,1,1,4,1,5,1,1,4,4,1,4,1,2,65,2,3,9.75,80,2,Agreeableness
1,1,2,4,1,2,2,2,1,3,5,4,3,5,2,4,1,2,5,3,22,1,3,9.75,80,2,Extroversion
5,5,2,5,5,2,4,1,4,4,5,4,4,1,3,5,3,1,5,3,36,2,3,9.75,80,1,Neuroticism
3,2,1,1,4,3,4,3,1,2,2,5,3,5,5,1,2,1,5,5,27,2,3,9.75,80,3,Agreeableness
2,2,2,3,5,5,5,2,5,2,5,5,1,2,5,3,1,5,5,5,47,1,3,9.75,80,5,Conscientiousness
1,4,4,2,1,1,1,4,2,1,5,2,3,1,1,1,3,2,2,5,36,1,3,9.75,80,1,Conscientiousness
2,5,3,2,5,1,2,5,4,4,2,4,4,4,3,1,5,4,2,3,69,2,3,9.75,80,5,Conscientiousness
1,1,5,1,1,3,2,5,3,1,5,1,5,5,4,2,2,1,1,1,45,2,3,9.75,80,2,Agreeableness
5,4,1,3,1,5,3,4,1,4,3,4,4,3,2,2,1,3,5,4,32,2,3,9.75,80,3,Neuroticism
3,5,5,4,3,3,1,2,3,5,5,1,1,2,5,4,2,4,1,3,45,2,3,9.75,80,4,Neuroticism
4,2,3,1,1,5,5,2,2,1,5,2,1,4,4,5,4,1,5,1,55,2,3,9.75,80,4,Agreeableness
4,5,2,2,1,5,4,2,1,5,5,3,4,3,5,4,5,2,3,4,53,1,3,9.75,80,5,Conscientiousness
2,4,2,1,4,2,2,3,4,1,4,3,4,1,3,2,1,4,5,4,77,2,3,9.75,80,2,Neuroticism
3,5,4,2,5,2,2,5,3,2,5,3,4,4,4,3,3,3,2,1,43,1,3,9.75,80,5,Extroversion
2,1,5,2,4,4,4,4,1,3,1,4,5,3,4,4,4,2,2,4,77,1,3,9.75,80,3,Agreeableness
3,3,2,3,1,4,5,1,1,5,1,2,3,2,1,1,2,4,2,2,33,1,3,9.75,80,4,Openness
5,5,4,2,4,2,1,4,5,1,4,1,5,3,4,1,2,2,2,5,32,2,3,9.75,80,5,Openness
3,2,5,5,3,5,1,5,5,4,2,1,3,4,1,5,1,3,5,4,46,1,3,9.75,80,2,Openness
2,5,2,2,2,5,2,5,3,3,5,5,5,3,2,4,4,1,5,5,55,1,3,9.75,80,3,Neuroticism
1,2,5,2,1,5,2,2,3,4,5,5,5,2,5,1,3,4,5,4,75,1,3,9.75,80,3,Neuroticism
5,1,2,5,5,2,3,4,3,1,5,4,3,5,4,5,4,3,5,1,47,2,3,9.75,80,4,Agreeableness
3,4,1,5,4,1,5,4,4,4,3,5,4,2,5,3,2,4,5,5,34,2,3,9.75,80,1,Neuroticism
4,4,4,5,3,1,5,2,5,1,4,2,1,2,1,1,4,2,5,4,23,1,3,9.75,80,5,Openness
4,4,3,1,5,3,4,1,1,5,4,2,5,5,4,1,1,4,4,4,58,2,3,9.75,80,4,Conscientiousness
2,3,5,5,1,3,3,1,2,2,4,3,1,3,4,5,5,4,2,3,13,1,3,9.75,80,4,Extroversion
2,4,2,2,3,3,2,5,4,1,4,3,5,3,4,3,5,4,5,1,68,1,3,9.75,80,4,Conscientiousness
1,3,3,3,5,1,5,2,1,4,5,4,2,4,1,3,1,3,4,4,57,1,3,9.75,80,1,Neuroticism
1,5,5,3,5,1,5,2,1,1,5,2,4,1,3,3,5,5,5,4,67,2,3,9.75,80,1,Conscientiousness
2,5,4,4,1,3,5,1,3,2,2,4,2,2,4,5,3,4,4,4,31,2,3,9.75,80,4,Conscientiousness
3,2,1,2,4,4,3,4,3,4,2,1,1,5,3,3,4,1,5,1,28,1,3,9.75,80,3,Agreeableness
1,3,3,4,2,1,3,1,1,3,4,4,2,1,1,4,3,3,3,2,40,2,3,9.75,80,4,Neuroticism
2,5,4,3,5,3,1,5,3,1,2,4,1,1,3,1,5,1,3,4,29,1,3,9.75,80,3,Openness
4,4,5,1,3,3,2,2,2,4,4,5,3,1,1,2,1,3,5,1,15,2,3,9.75,80,1,Neuroticism
1,1,4,1,2,2,1,2,3,3,3,2,5,3,5,3,4,3,3,2,62,1,3,9.75,80,3,Conscientiousness
1,4,1,3,2,5,4,3,1,3,2,5,1,5,5,4,3,4,2,2,33,1,3,9.75,80,4,Agreeableness
1,4,4,5,3,5,3,4,5,5,2,5,5,4,4,3,3,2,3,5,52,1,3,9.75,80,4,Neuroticism
2,3,5,1,2,1,2,3,5,4,3,3,5,2,2,3,3,4,1,3,15,2,3,9.75,80,4,Neuroticism
3,5,4,4,5,1,1,3,2,4,2,2,4,5,2,3,5,2,3,1,37,2,3,9.75,80,4,Openness
3,5,2,2,5,1,3,1,4,2,2,2,3,5,2,2,5,5,5,3,36,1,3,9.75,80,5,Conscientiousness
3,2,5,4,3,4,5,3,5,4,1,2,5,3,4,3,3,3,5,4,40,2,3,9.75,80,4,Conscientiousness
2,4,3,4,5,1,5,5,2,2,1,5,3,3,4,5,5,4,4,3,64,1,3,9.75,80,3,Agreeableness
2,4,5,5,1,4,5,3,1,3,2,5,4,4,3,5,4,1,4,4,75,1,3,9.75,80,4,Extroversion
5,4,4,5,3,5,2,5,4,1,3,4,1,5,2,1,3,4,2,4,76,1,3,9.75,80,3,Openness
3,1,3,3,1,4,4,5,2,1,4,4,4,1,5,1,1,4,3,1,63,1,3,9.75,80,5,Agreeableness
1,5,5,2,4,4,3,5,3,2,5,2,5,2,2,3,3,4,5,5,36,2,3,9.75,80,1,Agreeableness
4,1,4,1,1,2,5,5,5,2,2,5,1,5,3,4,4,5,1,5,57,1,3,9.75,80,5,Conscientiousness
1,5,3,2,2,2,5,4,5,5,1,4,5,4,1,1,5,2,5,3,30,2,3,9.75,80,2,Neuroticism
4,2,3,1,1,3,4,3,3,4,4,3,1,4,5,3,4,2,3,3,16,1,3,9.75,80,1,Neuroticism
3,1,5,3,4,5,5,4,1,1,5,1,2,1,4,3,2,2,2,1,24,1,3,9.75,80,5,Agreeableness
1,5,5,5,1,5,1,5,4,5,1,5,1,3,1,3,1,4,3,4,25,1,3,9.75,80,4,Openness
2,1,1,5,4,4,3,4,5,3,2,2,3,4,4,3,4,5,2,2,48,2,3,9.75,80,1,Agreeableness
5,3,3,3,2,1,5,4,5,1,2,4,5,1,4,3,1,5,3,3,41,1,3,9.75,80,2,Openness
3,1,2,4,3,4,2,3,1,4,2,3,3,3,2,4,1,4,1,1,41,1,3,9.75,80,3,Agreeableness
1,5,5,5,4,3,1,1,2,4,3,3,5,4,3,3,5,3,2,3,40,2,3,9.75,80,2,Extroversion
2,5,1,3,1,1,3,2,4,3,1,1,5,1,2,5,4,1,5,2,60,1,3,9.75,80,4,Conscientiousness
3,3,3,1,4,2,5,4,1,5,1,4,2,5,5,3,5,3,4,4,74,2,3,9.75,80,5,Agreeableness
4,3,2,5,1,1,3,2,2,4,1,5,5,2,1,4,5,5,4,2,32,2,3,9.75,80,5,Conscientiousness
1,5,4,3,5,3,1,2,3,1,3,5,5,4,5,3,3,2,3,1,40,1,3,9.75,80,1,Extroversion
4,5,3,3,4,5,2,2,4,5,1,5,1,1,4,1,1,2,4,5,44,1,3,9.75,80,5,Neuroticism
4,3,4,5,4,4,2,1,2,2,3,4,2,5,1,1,4,2,1,4,56,1,3,9.75,80,4,Openness
3,1,2,3,4,2,4,3,1,4,1,2,2,2,1,1,3,2,4,4,16,1,3,9.75,80,5,Conscientiousness
2,5,5,4,1,3,2,1,5,3,4,1,2,5,5,2,5,5,1,5,36,2,3,9.75,80,3,Conscientiousness
3,2,4,1,2,3,2,2,1,3,3,4,2,2,2,3,1,5,3,5,28,2,3,9.75,80,4,Conscientiousness
1,3,5,2,5,5,2,3,5,3,4,1,4,3,3,3,4,3,1,4,77,2,3,9.75,80,1,Agreeableness
2,3,2,3,5,4,3,1,5,5,4,4,5,5,4,5,2,2,3,1,32,1,3,9.75,80,4,Extroversion
3,5,3,2,1,4,1,2,4,3,3,3,5,1,3,3,2,4,5,1,70,2,3,9.75,80,2,Neuroticism
3,5,3,3,2,1,2,3,2,2,3,2,4,1,1,2,1,1,4,4,35,2,3,9.75,80,1,Openness
2,1,3,5,5,1,2,3,1,1,5,5,1,5,4,2,4,5,2,4,43,2,3,9.75,80,1,Neuroticism
5,1,2,2,4,1,3,1,4,4,1,2,1,3,4,5,1,5,5,2,16,2,3,9.75,80,4,Conscientiousness
1,2,1,3,2,4,4,3,5,3,2,4,2,2,3,1,2,3,4,3,42,1,3,9.75,80,5,Conscientiousness
3,5,3,4,3,1,3,1,4,5,4,2,5,3,4,1,1,1,2,4,48,1,3,9.75,80,4,Neuroticism
1,3,3,3,4,4,1,1,3,3,1,2,4,5,4,2,2,2,2,3,58,1,3,9.75,80,2,Extroversion
1,3,3,4,1,5,1,4,2,5,2,4,4,2,4,1,3,5,2,5,24,2,3,9.75,80,3,Conscientiousness
1,1,5,4,2,2,1,4,3,5,3,5,3,4,2,4,2,5,1,1,23,1,3,9.75,80,4,Neuroticism
4,1,3,4,3,1,5,2,2,4,5,5,4,2,5,3,4,5,1,5,37,1,3,9.75,80,4,Conscientiousness
4,4,4,1,1,5,3,4,5,5,4,1,4,3,4,5,4,5,4,3,36,1,3,9.75,80,4,Conscientiousness
1,1,4,5,4,1,5,2,1,2,1,3,5,1,3,1,4,2,5,4,27,2,3,9.75,80,2,Conscientiousness
3,4,5,5,4,4,5,2,1,4,4,3,5,3,2,3,2,2,2,3,60,1,3,9.75,80,4,Openness
5,2,3,3,4,3,5,2,2,1,3,4,1,3,2,3,4,4,2,2,24,1,3,9.75,80,1,Openness
5,2,1,4,3,4,5,1,3,1,1,2,4,4,5,1,4,3,2,4,16,2,3,9.75,80,3,Extroversion
5,3,5,3,5,4,2,4,4,4,1,2,4,2,5,5,1,2,5,1,68,2,3,9.75,80,4,Agreeableness
2,1,2,4,3,2,2,5,3,5,5,2,4,5,4,2,1,1,3,1,78,2,3,9.75,80,3,Neuroticism
5,2,3,3,2,2,1,1,4,3,4,4,3,5,3,5,3,1,4,2,73,2,3,9.75,80,4,Neuroticism
1,4,3,2,1,3,5,5,2,1,5,3,4,1,5,3,4,1,5,2,80,2,3,9.75,80,3,Agreeableness
1,1,5,5,4,2,3,3,3,2,5,2,5,5,4,4,2,4,2,2,24,2,3,9.75,80,5,Extroversion
2,4,5,3,3,4,4,3,2,4,3,3,3,1,4,4,3,3,4,3,34,2,3,9.75,80,2,Agreeableness
1,3,1,2,4,4,1,3,3,4,3,4,5,5,1,3,3,3,1,3,57,1,3,9.75,80,5,Neuroticism
4,1,1,2,5,5,4,4,1,5,5,2,1,1,1,3,4,3,1,5,65,1,3,9.75,80,3,Agreeableness
2,4,1,1,5,3,5,4,1,1,2,3,2,2,1,1,4,4,2,1,63,2,3,9.75,80,4,Agreeableness
3,1,1,4,2,4,5,3,4,2,3,1,4,1,4,5,5,4,2,5,27,2,3,9.75,80,2,Agreeableness
4,2,1,5,1,5,5,2,2,2,5,3,1,5,1,3,3,1,2,5,48,2,3,9.75,80,1,Neuroticism
4,1,1,4,2,3,2,1,1,2,3,5,5,3,5,4,5,1,4,3,38,2,3,9.75,80,4,Conscientiousness
4,3,3,4,3,3,5,3,2,5,3,3,1,5,1,3,5,4,2,4,55,2,3,9.75,80,4,Conscientiousness
3,1,4,3,5,3,2,4,5,2,3,5,2,3,2,5,3,3,3,2,38,2,3,9.75,80,2,Neuroticism
5,5,1,2,3,2,2,1,5,1,5,2,3,4,3,4,5,4,2,3,35,1,3,9.75,80,4,Conscientiousness
2,3,4,5,4,3,4,2,5,5,5,1,4,2,2,1,2,2,1,2,72,2,3,9.75,80,2,Neuroticism
2,1,5,5,4,1,4,1,1,2,4,4,3,1,1,1,4,4,1,4,25,2,3,9.75,80,1,Neuroticism
5,4,4,2,1,5,2,1,1,5,4,4,1,2,2,2,2,1,5,2,37,1,3,9.75,80,2,Openness
3,2,3,3,3,4,2,4,2,5,2,5,4,2,5,4,2,1,2,5,66,1,3,9.75,80,5,Agreeableness
1,2,5,3,3,1,1,2,4,5,1,1,5,2,5,3,1,2,1,5,50,1,3,9.75,80,3,Extroversion
3,5,1,3,1,3,2,3,3,3,2,2,4,3,5,2,1,3,5,2,67,1,3,9.75,80,3,Extroversion
2,1,3,2,5,2,2,1,5,5,5,4,4,3,4,4,2,1,1,1,14,2,3,9.75,80,1,Neuroticism
4,1,1,1,1,3,2,5,1,2,4,4,3,2,4,1,5,2,1,5,66,1,3,9.75,80,3,Conscientiousness
1,3,1,3,4,3,3,2,3,3,1,5,3,2,2,2,5,1,2,1,16,1,3,9.75,80,5,Neuroticism
2,4,2,4,2,5,2,3,2,3,2,2,4,5,5,1,1,5,4,5,19,1,3,9.75,80,5,Extroversion
3,2,2,2,5,5,3,1,2,4,3,3,1,3,5,2,4,1,2,4,66,1,3,9.75,80,1,Agreeableness
1,1,1,4,5,2,1,1,5,3,3,1,5,4,4,1,1,3,5,5,34,2,3,9.75,80,3,Conscientiousness
2,3,2,3,4,2,1,4,5,1,1,4,3,4,1,2,5,2,1,4,33,2,3,9.75,80,4,Conscientiousness
4,5,4,5,1,4,1,1,3,2,2,4,3,5,1,4,5,1,3,5,51,1,3,9.75,80,5,Conscientiousness
2,5,2,3,3,1,5,1,3,5,2,2,3,2,5,4,1,4,5,4,30,1,3,9.75,80,3,Extroversion
1,2,2,4,5,2,2,4,4,4,4,2,3,3,3,2,2,1,3,1,75,1,3,9.75,80,1,Neuroticism
2,2,3,1,3,4,3,4,5,4,4,3,3,3,2,3,1,1,4,4,25,2,3,9.75,80,5,Neuroticism
1,2,1,2,1,4,3,1,2,1,3,5,4,3,2,5,3,1,3,2,31,2,3,9.75,80,3,Neuroticism
3,5,4,1,5,4,3,4,3,5,2,5,5,5,2,4,1,1,5,5,40,2,3,9.75,80,2,Agreeableness
1,4,1,4,1,5,3,4,4,3,5,4,4,4,5,1,2,5,3,4,74,2,3,9.75,80,5,Neuroticism
1,3,2,3,4,2,3,5,5,1,2,5,4,4,2,3,2,5,5,3,27,2,3,9.75,80,1,Neuroticism
3,4,5,4,3,3,5,2,4,5,2,5,5,3,4,3,1,1,2,1,79,1,3,9.75,80,1,Openness
3,5,1,2,2,4,2,1,3,3,3,2,1,4,3,1,1,3,5,1,39,2,3,9.75,80,5,Neuroticism
3,4,5,1,5,2,1,3,2,5,5,1,2,4,5,3,1,1,4,3,78,1,3,9.75,80,5,Neuroticism
4,5,2,1,3,2,5,3,1,5,4,2,1,3,3,2,2,1,4,5,80,1,3,9.75,80,3,Neuroticism
4,2,4,5,4,2,1,4,3,1,4,5,1,5,5,4,5,4,1,1,40,2,3,9.75,80,1,Extroversion
2,5,2,3,1,2,1,2,3,3,1,1,5,1,4,4,2,5,1,2,56,2,3,9.75,80,1,Extroversion
3,4,2,2,3,2,3,1,2,4,2,5,5,1,4,1,3,2,1,5,22,1,3,9.75,80,3,Neuroticism
5,4,5,2,4,1,2,5,1,2,2,2,5,2,5,1,2,1,1,1,26,1,3,9.75,80,5,Openness
5,5,3,2,2,5,3,4,4,2,3,3,1,2,1,2,2,2,5,3,73,2,3,9.75,80,2,Neuroticism
3,5,1,4,3,4,1,1,5,4,4,2,3,5,3,2,1,5,5,4,45,2,3,9.75,80,3,Neuroticism
2,2,3,2,2,3,5,1,5,3,5,5,2,4,2,4,1,3,5,2,77,2,3,9.75,80,4,Neuroticism
1,2,4,4,3,1,4,4,3,1,5,3,3,2,1,5,1,2,3,2,14,1,3,9.75,80,3,Openness
4,2,2,5,5,3,1,3,3,1,3,4,2,1,1,1,2,2,2,3,66,1,3,9.75,80,2,Openness
4,1,2,5,4,2,4,3,4,5,1,2,3,5,3,3,4,5,3,4,15,1,3,9.75,80,1,Extroversion
